type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),sky
other,VELA28,290,2.704,2.44827586207,0,F160W,225.6484,0.0249,480.4402,0.0277,23.0552,0.0083,7.9767,0.0699,550.93790628,4.82788116,1.7761,0.0139,0.8684,0.0067,32.3515,2.0626,0.000e+00
central,VELA28,290,2.704,2.44827586207,1,F160W,298.5311,0.0218,300.6534,0.0163,20.6279,0.0035,11.9355,0.0435,824.3658882,3.0044754,1.7317,0.0084,0.7246,0.0025,-74.1466,0.3685,0.000e+00
other,VELA28,290,2.704,2.44827586207,1,F160W,489.2654,0.0458,559.0334,0.0579,23.1068,0.0109,9.1078,0.1135,629.06117352,7.8392634,1.6892,0.0245,0.7905,0.0082,8.8754,1.6070,0.000e+00
other,VELA28,290,2.704,2.44827586207,5,F160W,369.5292,0.0152,245.6509,0.0367,20.9325,0.0034,20.6113,0.0749,1423.58951292,5.17322316,1.7209,0.0078,0.4635,0.0015,16.0320,0.1389,0.000e+00
other,VELA28,290,2.704,2.44827586207,5,F160W,291.6476,0.0288,525.2708,0.0397,23.0783,0.0088,9.8269,0.1041,678.72825996,7.19002044,2.1161,0.0225,0.7440,0.0060,0.5728,1.0203,0.000e+00
central,VELA28,290,2.704,2.44827586207,5,F160W,301.3456,0.0148,300.2810,0.0113,20.5619,0.0028,10.7705,0.0303,743.9012022,2.09277252,1.6062,0.0064,0.6606,0.0019,71.2637,0.2336,0.000e+00
central,VELA28,290,2.704,2.44827586207,6,F160W,301.4483,0.0159,300.6992,0.0105,20.5156,0.0030,11.8162,0.0380,816.12602808,2.6245992,1.9635,0.0053,0.5928,0.0019,83.6029,0.1917,0.000e+00
other,VELA28,290,2.704,2.44827586207,6,F160W,409.2278,0.0279,248.2137,0.0492,20.8616,0.0036,21.3789,0.0759,1476.60641676,5.24229156,1.2145,0.0051,0.4281,0.0014,32.1148,0.1252,0.000e+00
other,VELA28,290,2.704,2.44827586207,6,F160W,131.5130,0.0400,574.4135,0.0432,23.1501,0.0099,7.5986,0.0871,524.82314424,6.01585764,1.6564,0.0234,0.9475,0.0086,10.0567,6.8165,0.000e+00
other,VELA28,290,2.704,2.44827586207,7,F160W,364.4284,0.0252,467.9328,0.0401,23.0676,0.0081,9.7211,0.0939,671.42082324,6.48552276,1.9869,0.0201,0.7089,0.0053,9.5646,0.8230,0.000e+00
other,VELA28,290,2.704,2.44827586207,7,F160W,271.1305,0.2542,191.1573,0.4596,22.6106,0.0072,59.5376,0.3356,4112.16677184,23.17935504,0.2191,0.0041,0.5917,0.0030,-16.6958,0.2771,0.000e+00
central,VELA28,290,2.704,2.44827586207,7,F160W,300.8673,0.0187,300.9480,0.0142,20.5767,0.0025,10.4855,0.0284,724.2167082,1.96154256,1.3218,0.0056,0.7552,0.0020,80.6062,0.2626,0.000e+00
other,VELA28,290,2.704,2.44827586207,7,F160W,332.9069,0.0211,278.7285,0.0419,20.9103,0.0031,21.8934,0.0696,1512.14210856,4.80716064,1.5190,0.0052,0.4894,0.0016,6.5575,0.1434,0.000e+00
other,VELA28,290,2.704,2.44827586207,8,F160W,353.0397,0.0265,475.5461,0.0294,23.0661,0.0084,9.7742,0.0967,675.08835528,6.67891428,2.0240,0.0210,0.7243,0.0059,11.2165,0.8882,0.000e+00
other,VELA28,290,2.704,2.44827586207,8,F160W,294.6450,0.1576,187.3543,0.8011,22.5427,0.0074,70.1492,0.4643,4845.09300528,32.06845812,0.2702,0.0043,0.4809,0.0027,2.6370,0.2358,0.000e+00
central,VELA28,290,2.704,2.44827586207,8,F160W,301.1371,0.0197,300.7190,0.0140,20.5974,0.0027,10.4454,0.0291,721.44706536,2.00989044,1.3154,0.0058,0.7215,0.0020,79.5693,0.2932,0.000e+00
other,VELA28,290,2.704,2.44827586207,8,F160W,338.9068,0.0242,275.4032,0.0469,20.9204,0.0033,20.2455,0.0684,1398.3242922,4.72427856,1.2815,0.0060,0.5319,0.0017,8.7181,0.1686,0.000e+00
other,VELA28,300,2.842,2.33333333333,0,F160W,178.6221,0.0154,365.1103,0.0148,20.4867,0.0027,12.9952,0.0412,928.47195296,2.94362876,2.0446,0.0061,0.8265,0.0022,-87.7093,0.5051,0.000e+00
other,VELA28,300,2.842,2.33333333333,0,F160W,378.4275,0.0422,68.6302,0.0347,23.2785,0.0099,9.2845,0.0979,663.35245685,6.99469067,1.5842,0.0198,0.7932,0.0068,52.4686,1.5042,0.000e+00
central,VELA28,300,2.842,2.33333333333,0,F160W,299.7621,0.0135,300.7520,0.0125,20.7033,0.0030,8.6422,0.0298,617.46185606,2.12912954,1.7725,0.0078,0.9090,0.0026,68.4476,1.1024,0.000e+00
other,VELA28,300,2.842,2.33333333333,1,F160W,237.4673,0.0198,258.4592,0.0170,20.5882,0.0028,14.9269,0.0478,1066.48670237,3.41518094,1.6530,0.0059,0.8541,0.0021,-52.6270,0.5334,0.000e+00
other,VELA28,300,2.842,2.33333333333,1,F160W,532.1702,0.0417,470.5416,0.0360,23.3228,0.0093,8.2654,0.0815,590.54051342,5.82295495,1.5779,0.0156,0.8763,0.0082,48.4760,2.5409,0.000e+00
central,VELA28,300,2.842,2.33333333333,1,F160W,300.5544,0.0187,300.6125,0.0150,20.9809,0.0033,9.7014,0.0337,693.13883622,2.40777401,1.6589,0.0094,0.8236,0.0028,-85.0216,0.5147,0.000e+00
other,VELA28,300,2.842,2.33333333333,5,F160W,560.1597,0.0400,71.2434,0.0863,22.6238,0.0078,15.0739,0.1024,1076.98945547,7.31620352,1.0141,0.0121,0.4458,0.0031,17.5207,0.2900,0.000e+00
other,VELA28,300,2.842,2.33333333333,5,F160W,313.2370,0.0439,410.6043,0.0489,23.1825,0.0097,10.4141,0.1247,744.05932693,8.90947831,1.8749,0.0265,0.8095,0.0074,5.8192,1.6646,0.000e+00
central,VELA28,300,2.842,2.33333333333,5,F160W,301.2995,0.0124,300.5635,0.0081,20.8247,0.0032,9.0393,0.0343,645.83357889,2.45064239,2.2227,0.0107,0.7251,0.0025,82.1616,0.3753,0.000e+00
other,VELA28,300,2.842,2.33333333333,5,F160W,389.4030,0.0182,282.6678,0.0142,20.5334,0.0029,14.7880,0.0552,1056.5626724,3.94389096,2.0612,0.0069,0.7306,0.0020,75.2093,0.3169,0.000e+00
other,VELA28,300,2.842,2.33333333333,6,F160W,435.8195,0.0217,267.4722,0.0160,20.5965,0.0029,15.1127,0.0496,1079.76161071,3.54378608,1.7967,0.0071,0.7490,0.0020,64.1989,0.3361,0.000e+00
other,VELA28,300,2.842,2.33333333333,6,F160W,97.6652,0.0485,507.6957,0.0430,23.3007,0.0076,8.6889,0.0886,620.79844497,6.33023078,1.6894,0.0204,0.8811,0.0084,87.8842,2.7651,0.000e+00
central,VELA28,300,2.842,2.33333333333,6,F160W,301.5183,0.0121,300.2902,0.0076,20.8598,0.0032,10.0635,0.0362,719.00990355,2.58639226,2.1705,0.0071,0.7055,0.0024,78.8063,0.3154,0.000e+00
other,VELA28,300,2.842,2.33333333333,7,F160W,410.3002,0.0428,366.9724,0.0549,23.1406,0.0099,10.6720,0.1503,762.4855856,10.73852919,1.8423,0.0337,0.7690,0.0077,21.4917,1.5669,0.000e+00
other,VELA28,300,2.842,2.33333333333,7,F160W,335.0245,0.0461,209.6983,0.0649,22.3009,0.0072,18.9747,0.1480,1355.69108331,10.5742004,1.9114,0.0167,0.6727,0.0045,6.8881,0.6466,0.000e+00
central,VELA28,300,2.842,2.33333333333,7,F160W,339.5896,0.0282,314.5527,0.0199,20.4194,0.0029,18.5144,0.0613,1322.80389112,4.37971949,1.8172,0.0042,0.7038,0.0022,-82.5685,0.2868,0.000e+00
other,VELA28,300,2.842,2.33333333333,8,F160W,372.6081,0.0483,191.6325,0.0720,22.4235,0.0076,17.1477,0.1361,1225.15686621,9.72397753,1.6902,0.0163,0.6976,0.0050,12.2075,0.7487,0.000e+00
other,VELA28,300,2.842,2.33333333333,8,F160W,395.5670,0.0419,371.0981,0.0537,23.1024,0.0089,10.8294,0.1606,773.73139062,11.47443638,1.9314,0.0357,0.8281,0.0077,30.0352,2.2306,0.000e+00
central,VELA28,300,2.842,2.33333333333,8,F160W,348.6108,0.0241,310.1870,0.0188,20.4258,0.0030,17.6873,0.0596,1263.70982929,4.25825908,1.9934,0.0052,0.7132,0.0023,-84.1012,0.3053,0.000e+00
central,VELA28,310,2.982,2.22580645161,0,F160W,300.3985,0.0117,301.2371,0.0125,19.9011,0.0027,14.4912,0.0477,1070.23743216,3.52285011,2.1284,0.0048,0.8683,0.0021,64.5211,0.6617,0.000e+00
other,VELA28,310,2.982,2.22580645161,0,F160W,420.7747,0.0739,141.4726,0.0426,21.9358,0.0067,15.9283,0.1063,1176.37344669,7.85071209,1.2966,0.0106,0.6032,0.0042,-71.3531,0.4429,0.000e+00
other,VELA28,310,2.982,2.22580645161,0,F160W,112.5548,0.0688,418.9855,0.0846,22.3704,0.0086,19.4637,0.2096,1437.47793891,15.47986128,1.8565,0.0213,0.7953,0.0054,17.4621,1.3553,0.000e+00
central,VELA28,310,2.982,2.22580645161,1,F160W,299.5269,0.0233,300.2036,0.0195,20.1385,0.0028,16.3537,0.0486,1207.79106591,3.58931898,1.6452,0.0039,0.8220,0.0021,-54.9701,0.4903,0.000e+00
other,VELA28,310,2.982,2.22580645161,1,F160W,215.6875,0.0537,78.9191,0.0669,22.5505,0.0087,16.5105,0.1914,1219.37142015,14.13571302,1.9438,0.0230,0.7793,0.0056,-31.0795,1.3244,0.000e+00
other,VELA28,310,2.982,2.22580645161,5,F160W,434.2072,0.0953,171.0892,0.1048,22.3062,0.0076,23.0361,0.1920,1701.31504023,14.1800256,1.4396,0.0136,0.8786,0.0048,32.1378,2.0736,0.000e+00
central,VELA28,310,2.982,2.22580645161,5,F160W,300.1430,0.0188,300.8630,0.0145,19.9741,0.0025,15.9607,0.0443,1178.76632601,3.27174549,2.0908,0.0045,0.7578,0.0019,85.0238,0.3022,0.000e+00
other,VELA28,310,2.982,2.22580645161,6,F160W,150.3487,0.0566,402.5253,0.0451,23.4165,0.0133,10.3973,0.1640,767.88531339,12.1121052,2.0290,0.0407,0.7897,0.0106,53.9742,2.0495,0.000e+00
central,VELA28,310,2.982,2.22580645161,6,F160W,299.5730,0.0204,300.2464,0.0150,20.0722,0.0029,16.3572,0.0525,1208.04955596,3.87735075,1.9523,0.0055,0.6986,0.0018,67.3423,0.2701,0.000e+00
other,VELA28,310,2.982,2.22580645161,6,F160W,525.3491,0.0543,92.2665,0.0768,22.4249,0.0088,19.3177,0.1918,1426.69521111,14.16525474,1.9853,0.0267,0.6836,0.0055,-17.1368,0.8063,0.000e+00
central,VELA28,310,2.982,2.22580645161,7,F160W,299.3886,0.0185,301.1389,0.0165,20.0257,0.0025,14.7934,0.0413,1092.55620162,3.05018259,1.8924,0.0041,0.8519,0.0022,-76.2266,0.5094,0.000e+00
other,VELA28,310,2.982,2.22580645161,8,F160W,362.6746,0.0786,247.8443,0.0990,21.7943,0.0058,24.5608,0.1535,1813.92069144,11.33663505,1.3439,0.0088,0.8122,0.0033,-9.0853,0.9931,0.000e+00
central,VELA28,310,2.982,2.22580645161,8,F160W,299.3452,0.0197,301.2517,0.0159,20.0564,0.0025,16.1072,0.0460,1189.58598096,3.3972978,1.8985,0.0040,0.7704,0.0019,-74.2108,0.3152,0.000e+00
other,VELA28,320,3.124,2.125,0,F160W,198.6336,0.0125,329.4171,0.0132,21.6371,0.0069,9.2620,0.1063,705.9644592,8.10235608,3.1422,0.0293,0.8368,0.0055,13.8490,1.6725,0.000e+00
central,VELA28,320,3.124,2.125,0,F160W,300.7429,0.0177,301.0597,0.0168,19.5318,0.0029,16.5029,0.0600,1257.87744264,4.573296,1.9046,0.0044,0.7063,0.0016,48.8675,0.2942,0.000e+00
other,VELA28,320,3.124,2.125,0,F160W,42.5333,0.0101,419.8450,0.0161,21.4031,0.0047,5.6035,0.0442,427.1077356,3.36899472,2.5275,0.0231,0.9378,0.0055,44.7181,3.8780,0.000e+00
central,VELA28,320,3.124,2.125,1,F160W,301.7587,0.0319,300.7662,0.0179,19.4708,0.0024,25.1849,0.0711,1919.63337384,5.41935576,1.8494,0.0050,0.5289,0.0012,-81.3102,0.1220,0.000e+00
central,VELA28,320,3.124,2.125,5,F160W,301.9961,0.0243,300.6341,0.0159,19.5419,0.0025,17.0291,0.0466,1297.98524856,3.55192656,1.7781,0.0035,0.6808,0.0018,-89.5433,0.2141,0.000e+00
other,VELA28,320,3.124,2.125,6,F160W,199.8403,0.0798,282.3905,0.0847,21.7321,0.0082,19.8177,0.1464,1510.53680232,11.15884224,1.0236,0.0158,0.5536,0.0045,43.6354,0.4360,0.000e+00
other,VELA28,320,3.124,2.125,6,F160W,28.3660,0.0111,566.3964,0.0102,21.4387,0.0053,5.7529,0.0458,438.49524264,3.49094928,2.4779,0.0224,0.8500,0.0044,-43.7193,1.4814,0.000e+00
central,VELA28,320,3.124,2.125,6,F160W,298.4190,0.0260,301.6508,0.0151,19.4827,0.0027,21.1610,0.0527,1612.9252776,4.01687832,2.0377,0.0062,0.5542,0.0014,88.5297,0.1480,0.000e+00
central,VELA28,320,3.124,2.125,7,F160W,300.8465,0.0265,300.8841,0.0184,19.5595,0.0024,19.0805,0.0481,1454.3462388,3.66625896,1.6180,0.0043,0.6700,0.0016,-74.8287,0.1992,0.000e+00
other,VELA28,320,3.124,2.125,7,F160W,181.6057,0.0110,597.3913,0.0112,21.5807,0.0046,5.8655,0.0490,447.0777948,3.7348584,2.5070,0.0230,0.9031,0.0061,50.8959,2.7073,0.000e+00
other,VELA28,320,3.124,2.125,7,F160W,285.2687,0.1153,373.5440,0.0804,23.1736,0.0136,17.8432,0.3356,1360.03725312,25.57996896,1.8821,0.0404,0.6739,0.0095,86.6199,1.3084,0.000e+00
central,VELA28,320,3.124,2.125,8,F160W,300.7510,0.0278,300.9120,0.0190,19.5724,0.0024,20.0283,0.0513,1526.58907128,3.91016808,1.5944,0.0045,0.6456,0.0015,-75.4808,0.1797,0.000e+00
other,VELA28,320,3.124,2.125,8,F160W,291.5071,0.0741,370.2866,0.0821,23.0868,0.0133,15.3658,0.3013,1171.20586128,22.96556808,2.1688,0.0374,0.9742,0.0124,74.1036,20.1010,0.000e+00
other,VELA28,330,3.268,2.0303030303,0,F160W,129.0281,0.0233,166.1613,0.0206,21.8543,0.0059,6.7293,0.0562,528.79983381,4.41629154,2.3109,0.0187,0.9107,0.0052,89.2957,2.8383,0.000e+00
central,VELA28,330,3.268,2.0303030303,0,F160W,300.1744,0.0112,300.9370,0.0099,19.2967,0.0024,15.5551,0.0467,1222.34620167,3.66976539,2.4469,0.0068,0.8330,0.0019,61.1178,0.4418,0.000e+00
other,VELA28,330,3.268,2.0303030303,1,F160W,266.7580,0.0108,450.6765,0.0120,21.8256,0.0053,7.3871,0.0585,580.49087607,4.59702945,2.7431,0.0202,0.8440,0.0052,-5.8860,1.4322,0.000e+00
other,VELA28,330,3.268,2.0303030303,1,F160W,161.1512,0.0873,378.8013,0.0813,24.1859,0.0160,7.4382,0.1994,584.50640094,15.66919098,1.7554,0.0642,0.9310,0.0162,81.0553,11.1839,0.000e+00
central,VELA28,330,3.268,2.0303030303,1,F160W,300.1681,0.0203,299.6951,0.0114,19.4889,0.0023,21.7819,0.0574,1711.65873123,4.51058958,2.3489,0.0055,0.5518,0.0013,85.1735,0.1266,0.000e+00
other,VELA28,330,3.268,2.0303030303,5,F160W,92.5011,0.0104,441.4212,0.0128,21.8247,0.0049,7.7482,0.0620,608.86672794,4.8720654,3.0559,0.0239,0.9415,0.0055,33.4741,3.9771,0.000e+00
other,VELA28,330,3.268,2.0303030303,5,F160W,442.7717,0.0608,363.6633,0.0668,24.1848,0.0187,6.8969,0.1727,541.97012673,13.57105959,1.4820,0.0444,0.8796,0.0154,-33.8590,6.0089,0.000e+00
central,VELA28,330,3.268,2.0303030303,5,F160W,299.5923,0.0211,300.6627,0.0123,19.4955,0.0024,21.1056,0.0427,1658.51392752,3.35543859,2.1582,0.0061,0.5509,0.0014,-84.9091,0.1258,0.000e+00
other,VELA28,330,3.268,2.0303030303,6,F160W,467.3449,0.1005,412.6450,0.0429,22.4590,0.4418,9139.5908,11081.7891,718204.582368,870825.826519,19.9993,3.7549,0.1282,0.0057,-66.3434,0.4060,0.000e+00
other,VELA28,330,3.268,2.0303030303,6,F160W,203.1182,0.3144,233.1411,0.2478,22.4379,0.0114,33.7202,0.4228,2649.79064034,33.22434276,0.7516,0.0154,0.7812,0.0079,68.4930,1.9040,0.000e+00
central,VELA28,330,3.268,2.0303030303,6,F160W,299.9936,0.0143,300.0546,0.0108,19.3442,0.0023,17.1067,0.0515,1344.27356739,4.04695755,2.5832,0.0061,0.6869,0.0016,-79.8197,0.2169,0.000e+00
other,VELA28,330,3.268,2.0303030303,7,F160W,82.5419,0.0119,447.7682,0.0157,21.8785,0.0062,6.8350,0.0538,537.1059195,4.22769546,2.4510,0.0147,0.8568,0.0050,7.2525,1.5327,0.000e+00
other,VELA28,330,3.268,2.0303030303,7,F160W,395.3468,0.0700,401.9250,0.0930,23.6855,0.0136,14.8714,0.3611,1168.61989338,28.37585187,2.3825,0.0585,0.7934,0.0114,-27.7602,2.7747,0.000e+00
central,VELA28,330,3.268,2.0303030303,7,F160W,300.3927,0.0170,300.2899,0.0116,19.4392,0.0022,18.2299,0.0445,1432.53653283,3.49688565,2.0894,0.0050,0.6298,0.0014,-73.8874,0.1591,0.000e+00
other,VELA28,330,3.268,2.0303030303,8,F160W,82.4974,0.0109,450.0769,0.0199,21.8780,0.0062,7.1098,0.0561,558.70017066,4.40843337,2.4660,0.0175,0.8386,0.0050,5.9330,1.3317,0.000e+00
other,VELA28,330,3.268,2.0303030303,8,F160W,403.5067,0.0545,395.3230,0.0795,23.7211,0.0116,14.9276,0.3808,1173.03618492,29.92391136,2.5827,0.0639,0.7674,0.0115,-21.9515,2.4604,0.000e+00
central,VELA28,330,3.268,2.0303030303,8,F160W,300.1510,0.0144,300.2744,0.0110,19.4506,0.0022,19.0855,0.0474,1499.77103535,3.72477258,2.1758,0.0054,0.5950,0.0013,-75.2474,0.1367,0.000e+00
other,VELA28,340,3.413,1.94117647059,0,F160W,348.7505,0.0848,4.6959,0.1008,23.1457,0.0155,14.0891,0.2407,1141.30022569,19.49812013,1.5463,0.0331,0.7617,0.0115,-56.4559,2.2249,0.000e+00
central,VELA28,340,3.413,1.94117647059,0,F160W,301.1161,0.0106,300.2839,0.0085,19.1411,0.0020,14.7185,0.0375,1192.28533915,3.03772125,2.5233,0.0058,0.8347,0.0016,58.6640,0.3983,0.000e+00
central,VELA28,340,3.413,1.94117647059,1,F160W,299.9309,0.0160,299.5879,0.0068,19.3970,0.0020,21.4249,0.0501,1735.54330691,4.05839559,2.4622,0.0054,0.4787,0.0009,-89.8804,0.0867,0.000e+00
other,VELA28,340,3.413,1.94117647059,1,F160W,12.2849,0.0170,164.4196,0.0147,21.7194,0.0043,7.8546,0.0655,636.26894214,5.30588645,2.4007,0.0199,0.9216,0.0049,-54.5085,2.8636,0.000e+00
other,VELA28,340,3.413,1.94117647059,5,F160W,239.4575,0.0204,108.1306,0.0230,21.8645,0.0053,7.9060,0.0542,640.4326454,4.39051978,2.0224,0.0149,0.8942,0.0048,-76.9273,2.0295,0.000e+00
